round_epochs,loss,PR_AUC,val_loss,val_PR_AUC,activation1,activation2,batch_size,dropout1,dropout2,epochs,losses,neurons1,neurons2,optimizer
26,0.008619716065235239,0.48537418,0.0074859569443960555,0.64550066,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.5,0.1,26,<function binary_crossentropy at 0x7f7b088b0e60>,32,32,Adam
18,0.0013311717152044362,0.0018153877,0.001205741375803907,0.010018352,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,1024,0.4,0.2,18,<function logcosh at 0x7f7b088b0cb0>,16,32,SGD
10,0.0004589211202658466,0.59216267,0.0004339992897785106,0.63821435,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,32,0.30000000000000004,0.1,10,<function logcosh at 0x7f7b088b0cb0>,8,128,RMSprop
4,0.0007575085072599099,0.0019521748,0.0007512217987076249,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,4096,0.5,0.30000000000000004,18,<function logcosh at 0x7f7b088b0cb0>,16,64,RMSprop
18,0.0008213669135376534,0.46791983,0.0006252606803867284,0.66483504,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,2048,0.1,0.30000000000000004,18,<function logcosh at 0x7f7b088b0cb0>,64,8,Adam
34,0.010199509766204711,0.49120763,0.010394431527498003,0.41960227,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,32,0.5,0.4,34,<function binary_crossentropy at 0x7f7b088b0e60>,16,16,SGD
42,0.0007484986080872405,0.002185904,0.0007503765428191882,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,32,0.30000000000000004,0.30000000000000004,42,<function logcosh at 0x7f7b088b0cb0>,128,128,SGD
18,0.0004112848839030011,0.52377677,0.00033339051982424114,0.6305124,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,512,0.2,0.5,18,<function logcosh at 0x7f7b088b0cb0>,8,32,Adam
18,0.012426129397225729,0.0026337323,0.012260297263617985,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,128,0.2,0.2,18,<function binary_crossentropy at 0x7f7b088b0e60>,64,128,SGD
18,0.016229817425323784,0.33196998,0.016067321111939575,0.43788692,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,2048,0.5,0.1,18,<function binary_crossentropy at 0x7f7b088b0e60>,8,128,SGD
32,0.005282629171129206,0.6618885,0.005590533559564377,0.62450063,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.2,0.30000000000000004,34,<function binary_crossentropy at 0x7f7b088b0e60>,128,64,RMSprop
10,0.012762918891063613,0.07634589,0.01238059778415535,0.46711278,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,512,0.5,0.4,10,<function binary_crossentropy at 0x7f7b088b0e60>,32,32,SGD
34,0.008619843422277628,0.6825763,0.008900592970711598,0.6432697,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,16,0.1,0.1,34,<function binary_crossentropy at 0x7f7b088b0e60>,64,128,SGD
3,0.004658293184819586,0.67495483,0.005285552671266029,0.6561978,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,16,0.1,0.5,10,<function binary_crossentropy at 0x7f7b088b0e60>,128,128,Adam
13,0.00886642575034095,0.5053818,0.007999202603322608,0.57739633,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,32,0.30000000000000004,0.1,42,<function binary_crossentropy at 0x7f7b088b0e60>,64,8,RMSprop
16,0.0003790142214358316,0.6227069,0.0003345455733020795,0.6616053,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,4096,0.5,0.2,18,<function logcosh at 0x7f7b088b0cb0>,64,128,Adam
42,0.007021969921769957,0.41179633,0.004744980721183037,0.6537193,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,2048,0.5,0.4,42,<function binary_crossentropy at 0x7f7b088b0e60>,8,128,Adam
42,0.0095818622854981,0.57436556,0.009804372715855863,0.5097464,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,32,0.5,0.1,42,<function binary_crossentropy at 0x7f7b088b0e60>,16,8,SGD
4,0.0007639536996733635,0.0021008493,0.0007508068784947702,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,4096,0.30000000000000004,0.4,18,<function logcosh at 0x7f7b088b0cb0>,8,64,RMSprop
9,0.00025598105252528784,0.7148528,0.00029260471555100855,0.63001204,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,512,0.2,0.1,18,<function logcosh at 0x7f7b088b0cb0>,16,128,RMSprop
3,0.0007485055696959241,0.0017228846,0.0007513731314504409,0.0017321488,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,128,0.1,0.5,26,<function logcosh at 0x7f7b088b0cb0>,128,32,RMSprop
34,0.003650068835336114,0.036223073,0.0035469857609848224,0.1285914,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,4096,0.1,0.5,34,<function logcosh at 0x7f7b088b0cb0>,128,32,SGD
42,0.013480413699523474,0.0033457247,0.013365095627717049,0.39049742,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.1,0.1,42,<function binary_crossentropy at 0x7f7b088b0e60>,32,32,SGD
34,0.01001467717922478,0.5412827,0.010219626997419639,0.46919125,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,32,0.1,0.30000000000000004,34,<function binary_crossentropy at 0x7f7b088b0e60>,32,64,SGD
6,0.0052404109056341614,0.6919905,0.0050744137662275595,0.669674,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,128,0.1,0.5,26,<function binary_crossentropy at 0x7f7b088b0e60>,128,16,RMSprop
23,0.00037359964244637806,0.62433535,0.000423691694804884,0.62967193,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,512,0.5,0.4,26,<function logcosh at 0x7f7b088b0cb0>,128,64,RMSprop
24,0.0002480537561535172,0.72328377,0.0002844154632455184,0.6371407,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,512,0.30000000000000004,0.1,26,<function logcosh at 0x7f7b088b0cb0>,128,8,RMSprop
10,0.0007564954456177619,0.0017341583,0.0007505640317067058,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,1024,0.5,0.4,10,<function logcosh at 0x7f7b088b0cb0>,128,64,Adam
10,0.0002757988348284841,0.67230284,0.00029671721155790265,0.6192446,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,64,0.2,0.1,34,<function logcosh at 0x7f7b088b0cb0>,16,16,RMSprop
34,0.012973897424962173,0.0018222706,0.0126854952429299,0.0017321488,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,2048,0.1,0.30000000000000004,34,<function binary_crossentropy at 0x7f7b088b0e60>,16,128,SGD
10,0.0003549752679257381,0.64685374,0.00043773396231672147,0.63235223,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,64,0.30000000000000004,0.1,26,<function logcosh at 0x7f7b088b0cb0>,64,64,RMSprop
10,0.0015059584939616317,0.008255342,0.0013242507541999236,0.41969174,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,512,0.1,0.2,10,<function logcosh at 0x7f7b088b0cb0>,16,16,SGD
17,0.00452602795127084,0.67192006,0.004338261271859795,0.6687257,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,128,0.1,0.5,34,<function binary_crossentropy at 0x7f7b088b0e60>,128,8,Adam
5,0.0007505685569974963,0.0017401945,0.000751367051706078,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,128,0.2,0.30000000000000004,42,<function logcosh at 0x7f7b088b0cb0>,128,8,Adam
15,0.00034818894917039645,0.64282095,0.00033337561983976373,0.6336622,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,64,0.4,0.5,34,<function logcosh at 0x7f7b088b0cb0>,64,8,RMSprop
3,0.0007485588755572874,0.0018191807,0.0007513731314504409,0.0017321488,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,1024,0.5,0.5,26,<function logcosh at 0x7f7b088b0cb0>,16,32,RMSprop
26,0.002437161765996005,0.36277676,0.0022878138090627843,0.50571764,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,2048,0.5,0.5,26,<function logcosh at 0x7f7b088b0cb0>,16,8,SGD
19,0.0004103864211073293,0.5774564,0.00038492663202455087,0.6088824,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,32,0.2,0.4,26,<function logcosh at 0x7f7b088b0cb0>,8,128,RMSprop
34,0.011041891422732325,0.26913577,0.011076320465041341,0.32686898,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,128,0.30000000000000004,0.5,34,<function binary_crossentropy at 0x7f7b088b0e60>,128,16,SGD
7,0.0038207045687787358,0.6974638,0.004201179259342141,0.6607002,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,128,0.4,0.4,26,<function binary_crossentropy at 0x7f7b088b0e60>,64,128,Adam
8,0.006102288185938309,0.57218266,0.00622824584685875,0.59397435,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,128,0.30000000000000004,0.4,34,<function binary_crossentropy at 0x7f7b088b0e60>,128,128,RMSprop
18,0.0007788233874719112,0.033704452,0.0007759847351366164,0.25722286,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,64,0.1,0.2,18,<function logcosh at 0x7f7b088b0cb0>,8,128,SGD
34,0.00852567444436937,0.68938714,0.008821900456516395,0.639893,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,16,0.2,0.30000000000000004,34,<function binary_crossentropy at 0x7f7b088b0e60>,8,32,SGD
26,0.0007513582829628688,0.0034170724,0.0007502796637331672,0.14891994,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,32,0.4,0.1,26,<function logcosh at 0x7f7b088b0cb0>,32,64,SGD
6,0.008829990321616753,0.6280676,0.011328459511148723,0.533848,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,32,0.30000000000000004,0.4,42,<function binary_crossentropy at 0x7f7b088b0e60>,128,16,RMSprop
18,0.004487184912495283,0.6675576,0.005376927198802735,0.63830304,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,1024,0.1,0.1,18,<function binary_crossentropy at 0x7f7b088b0e60>,64,128,Adam
15,0.004085018264524214,0.71107185,0.004522432615042654,0.6571718,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,16,0.30000000000000004,0.4,42,<function binary_crossentropy at 0x7f7b088b0e60>,32,32,Adam
10,0.012236683321159642,0.005034632,0.012043957142563403,0.0017321488,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,64,0.2,0.4,10,<function binary_crossentropy at 0x7f7b088b0e60>,64,32,SGD
10,0.015526042226610415,0.0018777947,0.0130308269503933,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,4096,0.5,0.5,10,<function binary_crossentropy at 0x7f7b088b0e60>,128,128,SGD
11,0.004149149071776433,0.7050138,0.00417343987554837,0.66354513,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,64,0.30000000000000004,0.30000000000000004,34,<function binary_crossentropy at 0x7f7b088b0e60>,32,8,Adam
34,0.00028719335195902983,0.68670404,0.0002998350385621002,0.6393479,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,64,0.2,0.30000000000000004,34,<function logcosh at 0x7f7b088b0cb0>,8,16,RMSprop
4,0.01797377090064084,0.011490304,0.012920137267713369,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,1024,0.30000000000000004,0.30000000000000004,34,<function binary_crossentropy at 0x7f7b088b0e60>,64,8,Adam
9,0.005842583086345217,0.59288144,0.005818012058999258,0.6559584,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,128,0.30000000000000004,0.5,18,<function binary_crossentropy at 0x7f7b088b0e60>,8,64,Adam
10,0.00030358693409435254,0.7220008,0.0003198467885282887,0.6533139,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,4096,0.1,0.1,10,<function logcosh at 0x7f7b088b0cb0>,16,128,Adam
13,0.025750123998757334,0.003086723,0.012490696722515954,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,4096,0.1,0.4,18,<function binary_crossentropy at 0x7f7b088b0e60>,16,8,Adam
8,0.00034571949779952656,0.64304364,0.000432039866131173,0.53136873,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,16,0.1,0.1,34,<function logcosh at 0x7f7b088b0cb0>,64,16,RMSprop
10,0.008800150076069315,0.3859312,0.008153425641587778,0.6041781,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,512,0.1,0.5,10,<function binary_crossentropy at 0x7f7b088b0e60>,16,64,Adam
26,0.0013351407787500214,0.009549584,0.0012336076028644843,0.36721635,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,1024,0.30000000000000004,0.2,26,<function logcosh at 0x7f7b088b0cb0>,32,16,SGD
26,0.016833037101734637,0.0022808397,0.014832454678331511,0.11772161,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.30000000000000004,0.30000000000000004,26,<function binary_crossentropy at 0x7f7b088b0e60>,64,16,SGD
10,0.0014520834632099247,0.0025507421,0.00104332367753691,0.36208817,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,1024,0.4,0.5,10,<function logcosh at 0x7f7b088b0cb0>,64,128,SGD
18,0.013006647176800949,0.31864855,0.012922454882622777,0.2918965,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,1024,0.5,0.5,18,<function binary_crossentropy at 0x7f7b088b0e60>,8,64,SGD
34,0.003242506227215154,0.7040559,0.0032115925260810044,0.65039706,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,4096,0.5,0.1,34,<function logcosh at 0x7f7b088b0cb0>,32,8,SGD
10,0.011126333956094749,0.19060707,0.011020483617374541,0.31339973,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.4,0.1,10,<function binary_crossentropy at 0x7f7b088b0e60>,128,128,RMSprop
9,0.0006628389679953393,0.3560995,0.0006896277624071926,0.33649033,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,16,0.5,0.1,18,<function logcosh at 0x7f7b088b0cb0>,64,16,RMSprop
34,0.010134973980392627,0.47906432,0.010311829682736959,0.42445335,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,64,0.1,0.1,34,<function binary_crossentropy at 0x7f7b088b0e60>,64,128,SGD
2,0.0007785324941792769,0.0020914716,0.0007511456735177002,0.0017321488,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,512,0.4,0.4,18,<function logcosh at 0x7f7b088b0cb0>,8,128,Adam
9,0.016916590446278117,0.0019496592,0.012585356007385218,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,2048,0.4,0.30000000000000004,34,<function binary_crossentropy at 0x7f7b088b0e60>,8,16,Adam
4,0.00033706285923337315,0.62792206,0.0004248378367317028,0.48979613,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,32,0.2,0.5,10,<function logcosh at 0x7f7b088b0cb0>,128,16,Adam
34,0.010318766094440598,0.5007456,0.010438718978897562,0.46388456,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,32,0.30000000000000004,0.1,34,<function binary_crossentropy at 0x7f7b088b0e60>,32,128,SGD
20,0.00037308863495577805,0.6176703,0.0003748378196338851,0.6201427,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,32,0.30000000000000004,0.2,42,<function logcosh at 0x7f7b088b0cb0>,128,128,RMSprop
5,0.020361850429415615,0.004941258,0.012408224566611586,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,1024,0.1,0.30000000000000004,26,<function binary_crossentropy at 0x7f7b088b0e60>,128,16,SGD
10,0.0009668377056502873,0.0020327002,0.0008451829015029582,0.0022302642,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.2,0.30000000000000004,10,<function logcosh at 0x7f7b088b0cb0>,8,64,Adam
18,0.0007492112636480057,0.31178725,0.0007516495158205384,0.34904632,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,16,0.1,0.30000000000000004,18,<function logcosh at 0x7f7b088b0cb0>,64,64,SGD
11,0.00035667609311956425,0.61978793,0.0003778097853880097,0.62616736,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,64,0.30000000000000004,0.1,18,<function logcosh at 0x7f7b088b0cb0>,8,8,RMSprop
2,0.0007484534552457955,0.0017831449,0.0007508721078125205,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,32,0.30000000000000004,0.30000000000000004,10,<function logcosh at 0x7f7b088b0cb0>,128,16,Adam
10,0.010860926493812045,0.18487945,0.01063106524390419,0.31026733,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.1,0.2,10,<function binary_crossentropy at 0x7f7b088b0e60>,8,32,RMSprop
4,0.0003796426485515742,0.6363408,0.0003690991139537785,0.63478494,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,64,0.2,0.5,10,<function logcosh at 0x7f7b088b0cb0>,128,16,RMSprop
18,0.011529559434788969,0.23892118,0.011589133120592036,0.21038532,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,64,0.4,0.5,18,<function binary_crossentropy at 0x7f7b088b0e60>,128,8,SGD
3,0.027236543755833943,0.0017745721,0.026301810127882908,0.0017321488,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,16,0.5,0.4,26,<function binary_crossentropy at 0x7f7b088b0e60>,16,64,RMSprop
3,0.0134600931270855,0.0017097376,0.012626185763479859,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,1024,0.2,0.4,18,<function binary_crossentropy at 0x7f7b088b0e60>,128,64,Adam
26,0.0008066258553951083,0.006977451,0.0007530377118499398,0.07520225,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,128,0.2,0.30000000000000004,26,<function logcosh at 0x7f7b088b0cb0>,64,16,SGD
34,0.0029860751806331355,0.3165197,0.0028850505885208567,0.5624524,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.2,0.2,34,<function logcosh at 0x7f7b088b0cb0>,8,8,SGD
3,0.00351614415107389,0.72591054,0.0044832853105173515,0.67178965,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,32,0.2,0.1,18,<function binary_crossentropy at 0x7f7b088b0e60>,128,32,Adam
2,0.0007655558585692181,0.0018077608,0.0007509863897043189,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,512,0.1,0.4,10,<function logcosh at 0x7f7b088b0cb0>,64,64,Adam
8,0.0007476181049570288,0.0021820217,0.0007505035761753769,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,2048,0.30000000000000004,0.4,42,<function logcosh at 0x7f7b088b0cb0>,16,16,RMSprop
26,0.0015713424704965864,0.23059848,0.0015434075913153963,0.3635346,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,1024,0.2,0.2,26,<function logcosh at 0x7f7b088b0cb0>,8,32,SGD
13,0.006567153846984208,0.58243173,0.0076319967757642665,0.56982726,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,32,0.30000000000000004,0.1,42,<function binary_crossentropy at 0x7f7b088b0e60>,16,16,RMSprop
4,0.000748713287535885,0.001779851,0.0007513366078773601,0.0017321488,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,64,0.5,0.2,34,<function logcosh at 0x7f7b088b0cb0>,8,16,Adam
18,0.0011625596449003318,0.0035264052,0.0009840073155144788,0.37199292,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,512,0.4,0.4,18,<function logcosh at 0x7f7b088b0cb0>,32,16,SGD
42,0.0007701610758754304,0.001865959,0.0007503781921663933,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,128,0.30000000000000004,0.1,42,<function logcosh at 0x7f7b088b0cb0>,128,16,SGD
20,0.00029588536213452003,0.7015802,0.00028525864485242833,0.64485365,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,128,0.2,0.1,34,<function logcosh at 0x7f7b088b0cb0>,8,8,Adam
36,0.00023790920094240902,0.73658764,0.00028421644695286963,0.673669,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,1024,0.1,0.1,42,<function logcosh at 0x7f7b088b0cb0>,32,32,RMSprop
7,0.0007493558375532361,0.004245415,0.0007488400119519994,0.1313228,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,2048,0.2,0.2,10,<function logcosh at 0x7f7b088b0cb0>,32,128,Adam
5,0.0007486689230887753,0.0017818825,0.0007512680295834286,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,64,0.1,0.1,42,<function logcosh at 0x7f7b088b0cb0>,8,16,Adam
5,0.0007487243053242984,0.0017159755,0.0007513733135228434,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,64,0.1,0.4,42,<function logcosh at 0x7f7b088b0cb0>,8,16,Adam
6,0.004278068672109383,0.69051254,0.0050120429688331756,0.6542707,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,16,0.4,0.2,10,<function binary_crossentropy at 0x7f7b088b0e60>,64,64,Adam
14,0.00038436491446192745,0.5905793,0.0004045933544298466,0.61063576,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,128,0.5,0.5,26,<function logcosh at 0x7f7b088b0cb0>,32,64,RMSprop
26,0.0009165194796095842,0.0020468647,0.0007502437549442829,0.029120242,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,4096,0.5,0.1,26,<function logcosh at 0x7f7b088b0cb0>,8,16,Adam
18,0.016201748880909105,0.0034064623,0.01452887149115499,0.2155464,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,4096,0.1,0.30000000000000004,18,<function binary_crossentropy at 0x7f7b088b0e60>,32,32,SGD
16,0.005127040160249357,0.65321857,0.0055573662475291935,0.6354885,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,512,0.4,0.2,18,<function binary_crossentropy at 0x7f7b088b0e60>,64,16,RMSprop
2,0.0009402028424166405,0.012622206,0.0007489493564501379,0.1313228,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,512,0.2,0.4,18,<function logcosh at 0x7f7b088b0cb0>,64,16,Adam
17,0.005160746422171976,0.6474848,0.005524028445987192,0.63666046,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,1024,0.30000000000000004,0.1,34,<function binary_crossentropy at 0x7f7b088b0e60>,128,128,RMSprop
3,0.013491459318367227,0.0018863063,0.012277934326821806,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,512,0.1,0.4,18,<function binary_crossentropy at 0x7f7b088b0e60>,128,32,Adam
24,0.000324355825186784,0.6305088,0.00028485025985199177,0.66567355,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,512,0.30000000000000004,0.1,34,<function logcosh at 0x7f7b088b0cb0>,16,16,Adam
26,0.01221891099341401,0.2686795,0.012231767714534056,0.540369,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,1024,0.1,0.30000000000000004,26,<function binary_crossentropy at 0x7f7b088b0e60>,8,16,SGD
2,0.0007490156100053221,0.0018511512,0.0007513729455412636,0.0017321488,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,32,0.1,0.4,10,<function logcosh at 0x7f7b088b0cb0>,8,64,Adam
10,0.013023531427733256,0.002853131,0.012423744261907548,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,512,0.2,0.4,42,<function binary_crossentropy at 0x7f7b088b0e60>,64,64,SGD
34,0.0012045374471009469,0.0018244177,0.0011005493901007502,0.10976669,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.2,0.2,34,<function logcosh at 0x7f7b088b0cb0>,32,128,SGD
18,0.011454303437099175,0.102851376,0.011408067220391616,0.1826937,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,32,0.1,0.5,18,<function binary_crossentropy at 0x7f7b088b0e60>,32,128,SGD
13,0.004825882191228844,0.7198723,0.00489776774477628,0.6776193,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,64,0.4,0.30000000000000004,26,<function binary_crossentropy at 0x7f7b088b0e60>,8,32,Adam
33,0.0044510816562227115,0.6976479,0.004705860370335718,0.6677748,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,4096,0.5,0.4,42,<function binary_crossentropy at 0x7f7b088b0e60>,64,8,RMSprop
26,0.0019961814063474822,0.03273286,0.0019314129743286884,0.34778756,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,2048,0.1,0.1,26,<function logcosh at 0x7f7b088b0cb0>,16,16,SGD
34,0.012542800009435444,0.0035660774,0.01203219219293131,0.0017321488,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,512,0.30000000000000004,0.5,34,<function binary_crossentropy at 0x7f7b088b0e60>,128,32,SGD
4,0.0007631826690400346,0.0024975964,0.0007502719439529533,0.0017321488,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,2048,0.4,0.5,10,<function logcosh at 0x7f7b088b0cb0>,16,16,RMSprop
10,0.01089869280486321,0.2781653,0.010809805492539086,0.39270318,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,16,0.4,0.5,10,<function binary_crossentropy at 0x7f7b088b0e60>,128,64,SGD
